method	direction	sample1	sample2	chromosome	start_cM	end_cM	length_cM	start_bp	end_bp	marker_steps	snp_per_cM
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	11	132.33449459	158.21709633	25.88260174	122473947	134942543	6828	263.80655504
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	12	0.28080000	39.08419907	38.80339907	235962	20985903	9343	240.77787572
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	12	45.18170059	92.60039926	47.41869867	25161238	77032629	18587	391.97617231
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	12	93.41750145	139.54750299	46.13000154	77659754	118106433	16400	355.51700522
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	13	0.58670000	28.51229906	27.92559904	19548826	32787876	6679	239.17123462
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	13	40.59810042	67.67910123	27.08100080	41013977	72961605	10440	385.51012480
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	13	68.50699782	76.96750164	8.46050382	73178190	80584643	3186	376.57331869
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	13	84.32689905	123.76250029	39.43560123	92152381	113453030	10968	278.12432565
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	14	14.61140066	58.22070241	43.60930175	24222978	62934700	15115	346.60036724
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	14	60.19250154	74.37279820	14.18029666	65322019	78582939	5649	398.36966290
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	14	82.33609796	95.15280128	12.81670332	87138566	95263461	3809	297.19030745
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	15	43.39280128	75.35840273	31.96560144	33970148	61291680	11426	357.44673911
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	15	81.26900196	141.34600163	60.07699966	66531931	102398060	16281	271.00221534
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	16	0.01330000	94.21679974	94.20349974	105320	76375008	24650	261.66756085
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	16	98.66970181	120.84180117	22.17209935	78729062	85494776	5588	252.02845754
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	17	26.09449923	128.47379446	102.37929523	10113345	81041077	24734	241.59181741
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	18	25.34390092	117.70900488	92.36510396	8458190	78015180	29461	318.96245159
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	20	11.45800000	106.82699680	95.36899701	4053420	62154594	26680	279.75548488
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	21	5.67850000	40.76710045	35.08860059	17326701	37983133	9358	266.69630143
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	21	48.82229865	62.78650165	13.96420300	41907697	48100155	3418	244.76871326
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	22	13.42530000	56.21179938	42.78649986	20708685	45149986	11006	257.23066941
